student_id,course_id,instructor_id,classroom_id,timeslot_id
82214333-a7a5-4960-b938-4af6d8a43e16,13,72d8246e-bd38-49b2-88c7-96f11c51f1fb,30,66
82214333-a7a5-4960-b938-4af6d8a43e16,22,57a87455-1a19-4d48-90c9-bd9040670f85,4,60
3c250263-45fc-4f26-80dc-9959101015e7,7,2d1f121d-f3ba-48f9-aff2-b38da7db30cf,11,94
745bcdcb-9021-4800-8839-1f7a494f1881,8,c0969d1b-26f7-4e83-9b27-3a4a0551f760,24,71
745bcdcb-9021-4800-8839-1f7a494f1881,12,2086fb93-7036-4127-b46f-14b11794fd56,14,90
745bcdcb-9021-4800-8839-1f7a494f1881,6,c3c774e8-72c0-43bf-8075-97856dc04866,12,92
4d4a94ec-09db-4639-a7b5-1aee4e086399,12,5922b91c-31eb-443e-b15f-acbae8cf8831,23,46
4d4a94ec-09db-4639-a7b5-1aee4e086399,13,449de61b-f2b5-406f-8445-17b960996d0a,4,85
4d4a94ec-09db-4639-a7b5-1aee4e086399,5,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,16,79
af1bdbb8-c351-47bb-a7d1-3ea1b612dfc1,12,449de61b-f2b5-406f-8445-17b960996d0a,1,50
af1bdbb8-c351-47bb-a7d1-3ea1b612dfc1,19,c0969d1b-26f7-4e83-9b27-3a4a0551f760,6,52
af1bdbb8-c351-47bb-a7d1-3ea1b612dfc1,22,59424c88-808c-4285-b95a-607928e016a1,22,59
d9c2199e-133e-44ce-afe2-191f15cbcb7e,14,fc70f172-e0d8-4202-a83b-a8d6cc75de10,17,95
d9c2199e-133e-44ce-afe2-191f15cbcb7e,19,57a87455-1a19-4d48-90c9-bd9040670f85,8,45
fa78b6d1-8ccd-41c3-b9fa-82ecf484774a,21,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,20,92
2ca410ce-f79a-4cf0-a0cc-337c62b24ceb,9,fc70f172-e0d8-4202-a83b-a8d6cc75de10,24,86
2ca410ce-f79a-4cf0-a0cc-337c62b24ceb,22,fe8c95dc-f314-472c-a317-83d7bb76fbc9,21,31
2ca410ce-f79a-4cf0-a0cc-337c62b24ceb,3,d7e101e3-1c37-4827-872a-2a9e7994aaab,6,79
51ecb49b-d3c2-4392-931c-f6a0dcf0acde,14,0be1929c-a780-4078-9e98-6df4cf99c936,22,14
51ecb49b-d3c2-4392-931c-f6a0dcf0acde,7,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,2,7
51ecb49b-d3c2-4392-931c-f6a0dcf0acde,17,80dad91e-02f0-4182-ae63-9bfe710a66b9,29,89
51ecb49b-d3c2-4392-931c-f6a0dcf0acde,4,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,16,33
662a1de2-d222-4fc1-8454-72b8b2636ed3,5,449de61b-f2b5-406f-8445-17b960996d0a,8,75
662a1de2-d222-4fc1-8454-72b8b2636ed3,10,59424c88-808c-4285-b95a-607928e016a1,11,55
662a1de2-d222-4fc1-8454-72b8b2636ed3,16,d8e46018-304b-49b7-bb5b-d128007be5bd,9,17
662a1de2-d222-4fc1-8454-72b8b2636ed3,8,6ddac491-3bfa-420a-8098-f3c741f530b6,24,98
662a1de2-d222-4fc1-8454-72b8b2636ed3,11,c3c774e8-72c0-43bf-8075-97856dc04866,21,6
920a7025-9d24-4958-a440-b744e9262b11,12,1a544d73-a68c-4d6c-8d83-98d999716ab5,15,24
920a7025-9d24-4958-a440-b744e9262b11,3,cff4ee54-8789-46e5-a995-15c0dea35275,11,84
b88eb239-ac97-4e60-be6e-0862d2d4fb20,10,72d8246e-bd38-49b2-88c7-96f11c51f1fb,18,82
b88eb239-ac97-4e60-be6e-0862d2d4fb20,11,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,13,57
a99561a8-9e3d-41ce-95e5-903ea2363562,9,d7e101e3-1c37-4827-872a-2a9e7994aaab,24,1
8e30d239-40fa-46f3-819f-57a9621f57b0,16,59424c88-808c-4285-b95a-607928e016a1,25,84
8e30d239-40fa-46f3-819f-57a9621f57b0,14,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,8,74
8e30d239-40fa-46f3-819f-57a9621f57b0,17,55a493f1-a88a-4fe2-b666-b93388223926,16,5
8e30d239-40fa-46f3-819f-57a9621f57b0,11,d8e46018-304b-49b7-bb5b-d128007be5bd,26,41
8e30d239-40fa-46f3-819f-57a9621f57b0,21,2f638a13-eb24-4d61-ad54-7aaf0b822823,13,100
1c036512-e8f9-419e-8e00-4da0a8fab84f,20,72d8246e-bd38-49b2-88c7-96f11c51f1fb,22,51
4362f853-1e72-447a-9a6b-209789d8f352,4,a12b297c-6ca7-436c-8318-08b5a05e1eea,3,21
4362f853-1e72-447a-9a6b-209789d8f352,7,57a87455-1a19-4d48-90c9-bd9040670f85,1,18
4362f853-1e72-447a-9a6b-209789d8f352,14,c0969d1b-26f7-4e83-9b27-3a4a0551f760,17,23
94f0db9d-fc2d-4c9c-b274-33dcc8ca63e7,19,61b6a185-51b2-47f0-bfa2-7c6615e9e145,18,63
f70e6ed8-cc49-491f-bf5e-361ed5e3d032,21,449de61b-f2b5-406f-8445-17b960996d0a,14,54
d50e1780-9cac-4d2c-8029-19fe3333e230,9,309c4ad8-2776-4955-b1b5-8ab5409090ad,15,5
d50e1780-9cac-4d2c-8029-19fe3333e230,11,21f1397e-1a61-401a-bc67-1e74523bf8d8,23,13
d50e1780-9cac-4d2c-8029-19fe3333e230,1,d372a3ee-4ff5-48df-a5f2-7da725570f5e,5,40
d50e1780-9cac-4d2c-8029-19fe3333e230,19,0fc1c0b7-84d2-4abf-91e6-e4a36a1436be,16,15
5b472a51-06a8-4b5a-92db-c38508bce025,17,0eb47436-5e7e-4cba-99f5-fad4a55378c2,22,36
5b472a51-06a8-4b5a-92db-c38508bce025,11,309c4ad8-2776-4955-b1b5-8ab5409090ad,19,10
5b472a51-06a8-4b5a-92db-c38508bce025,2,55a493f1-a88a-4fe2-b666-b93388223926,15,35
7ca7e02f-c51a-4369-87ba-94028c691f81,3,d7e101e3-1c37-4827-872a-2a9e7994aaab,8,74
5a702cdb-451f-40fe-af35-811fb4a1a26d,4,e1cf4dad-91e9-442f-857c-910eccf92228,7,94
5a702cdb-451f-40fe-af35-811fb4a1a26d,3,57a87455-1a19-4d48-90c9-bd9040670f85,16,59
7a3203b6-3c12-4b47-97a6-c674e3b4909a,22,1a544d73-a68c-4d6c-8d83-98d999716ab5,18,48
7a3203b6-3c12-4b47-97a6-c674e3b4909a,13,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,7,49
7a3203b6-3c12-4b47-97a6-c674e3b4909a,14,fc70f172-e0d8-4202-a83b-a8d6cc75de10,15,94
7a3203b6-3c12-4b47-97a6-c674e3b4909a,3,59424c88-808c-4285-b95a-607928e016a1,16,1
7a3203b6-3c12-4b47-97a6-c674e3b4909a,17,2d1f121d-f3ba-48f9-aff2-b38da7db30cf,21,71
ce17f2c5-a5f4-4d5a-89a0-c22da5d0ed9b,9,b53f72f1-d162-4f47-a6af-c538db450833,17,17
ce17f2c5-a5f4-4d5a-89a0-c22da5d0ed9b,4,e1cf4dad-91e9-442f-857c-910eccf92228,15,88
ce17f2c5-a5f4-4d5a-89a0-c22da5d0ed9b,2,fc70f172-e0d8-4202-a83b-a8d6cc75de10,26,67
0cf4feec-4892-4423-8907-4315e54d476a,1,5922b91c-31eb-443e-b15f-acbae8cf8831,26,23
0cf4feec-4892-4423-8907-4315e54d476a,11,a12b297c-6ca7-436c-8318-08b5a05e1eea,2,39
eae399f4-6dc9-40b1-ac2e-db7bb1c2970e,10,d3f82f56-4d74-4c26-a4c7-d20f153383cb,24,93
8a88f727-8a1b-477a-a8ed-8ba3d30914b0,7,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,21,3
8a88f727-8a1b-477a-a8ed-8ba3d30914b0,6,6ddac491-3bfa-420a-8098-f3c741f530b6,13,59
8a88f727-8a1b-477a-a8ed-8ba3d30914b0,18,d4fba2d9-c269-4d11-82f8-e94787f74bc1,15,31
8a88f727-8a1b-477a-a8ed-8ba3d30914b0,19,12fa2bc8-2060-41f1-a8ce-0ad8dc7c31e6,2,65
8a88f727-8a1b-477a-a8ed-8ba3d30914b0,2,aec9a7a7-c8be-461b-8047-f0c97726edf1,2,70
212f9b27-865a-45b5-8d00-6d35f297a6ef,4,0fc1c0b7-84d2-4abf-91e6-e4a36a1436be,15,91
212f9b27-865a-45b5-8d00-6d35f297a6ef,14,7fa4b44f-6167-4bfe-b42b-5494a85f17c0,6,3
212f9b27-865a-45b5-8d00-6d35f297a6ef,19,12fa2bc8-2060-41f1-a8ce-0ad8dc7c31e6,14,41
212f9b27-865a-45b5-8d00-6d35f297a6ef,8,6ddac491-3bfa-420a-8098-f3c741f530b6,7,39
212f9b27-865a-45b5-8d00-6d35f297a6ef,21,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,4,57
c85807ab-8487-499b-ae34-62157bebf062,6,5922b91c-31eb-443e-b15f-acbae8cf8831,7,59
144816c2-84c5-4e91-b3c3-88b01140e80f,4,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,20,84
144816c2-84c5-4e91-b3c3-88b01140e80f,3,2d1f121d-f3ba-48f9-aff2-b38da7db30cf,13,27
144816c2-84c5-4e91-b3c3-88b01140e80f,5,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,5,62
144816c2-84c5-4e91-b3c3-88b01140e80f,17,c8a0eed4-ccd5-46fc-8b97-64b89728d342,7,56
144816c2-84c5-4e91-b3c3-88b01140e80f,7,59424c88-808c-4285-b95a-607928e016a1,23,58
bbf66667-b9b6-4470-92a1-08a2a50c457e,12,8913dd3b-624d-4610-837e-ca0063075e6b,13,94
bbf66667-b9b6-4470-92a1-08a2a50c457e,13,8913dd3b-624d-4610-837e-ca0063075e6b,14,30
bbf66667-b9b6-4470-92a1-08a2a50c457e,4,59424c88-808c-4285-b95a-607928e016a1,3,78
7f73c9ce-f388-4213-bdd2-c855748da4ea,1,55a493f1-a88a-4fe2-b666-b93388223926,11,50
7f73c9ce-f388-4213-bdd2-c855748da4ea,20,c3c774e8-72c0-43bf-8075-97856dc04866,3,76
7f73c9ce-f388-4213-bdd2-c855748da4ea,11,d3f82f56-4d74-4c26-a4c7-d20f153383cb,24,13
7f73c9ce-f388-4213-bdd2-c855748da4ea,16,6ddac491-3bfa-420a-8098-f3c741f530b6,30,36
d6fb27af-f1a2-4f47-9be4-0fea710e1fb2,10,6ddac491-3bfa-420a-8098-f3c741f530b6,29,41
